Investigation title,Investigation number,Investigation webpage,Occurrence date,Report status,Report release
"Wirestrike - Bell 206B (III), VH-BHU, near Mossman Hospital (HLS), Queensland, on 1 June 2011",AO-2011-067,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-067,01/06/2011,Final,12/12/2011
"Collision with terrain - De Havilland DH-82A, VH-WHW, 11 km south-east of Toowoomba Airport, Queensland, on 16 January 2011",AO-2011-005,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-005,16/01/2011,Final,12/09/2011
"Diversion - Airbus A380-842, VH-OQI, Adelaide Airport, South Australia, on 16 May 2011",AO-2011-065,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-065,16/05/2011,Final,14/03/2012
"Collision with terrain - Eurocopter AS350, VH-XXW, Bankstown Airport, New South Wales, on 13 May 2011",AO-2011-063,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-063,13/05/2011,Final,12/12/2011
"Severe turbulence - Boeing 767-338, VH-OGR, Perth Airport, Western Australia, on 20 May 2011",AO-2011-064,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-064,20/05/2011,Final,12/12/2011
"Technical assistance - National Transportation Safety Board (NTSB), Collision with terrain - near Hollister Airport, California, United States, 25 November 2010",AE-2011-014,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ae-2011-014,25/11/2010,Final,06/09/2011
"Engine oil loss - Airbus A380-842, VH-OQC, near New Delhi International Airport, 15 February 2011",AO-2011-026,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-026,15/02/2011,Final,16/05/2011
"Cockpit fumes and smoke event - Boeing 747-438, VH-OEI, near Sydney Airport, New South Wales, on 15 November 2010",AO-2010-095,https://www.atsb.gov.au/publications/investigation_reports/2010/aair/ao-2010-095,15/11/2010,Final,16/05/2011
"Turbulence - Boeing 777-3ZGER, VH-VPH, 315 km north of Jakarta, Indonesia, on 31 January 2011",AO-2011-009,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-009,31/01/2011,Final,16/05/2011
"Runway Overrun - Boeing 737-8FE, VH-VUX, Hobart Airport, Tasmania, on 24 November 2010",AO-2010-099,https://www.atsb.gov.au/publications/investigation_reports/2010/aair/ao-2010-099,24/11/2010,Final,16/05/2011
"Aircraft separation - de Havilland Canada DHC-8-202, VH-SDA and Beech Aircraft 58, VH-VFG, Port Macquarie, New South Wales, on 25 November 2010",AO-2010-100,https://www.atsb.gov.au/publications/investigation_reports/2010/aair/ao-2010-100,25/11/2010,Final,16/05/2011
"In-flight engine malfunction – Boeing 747-438, VH-OJH, 100 km south-east of Bali International Airport, Indonesia, on 9 May 2011",AO-2011-062,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-062,09/05/2011,Final,19/12/2012
"Technical assistance - Indonesian National Transportation Safety Committee (NTSC), recovery of information from FDR",AE-2011-058,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ae-2011-058,12/05/2011,Final,15/07/2011
"Total power loss - Boeing 747, VH-OJD, near Changi Airport, Singapore, on 5 November 2010",AO-2010-090,https://www.atsb.gov.au/publications/investigation_reports/2010/aair/ao-2010-090,05/11/2010,Final,16/05/2011
"Controlled flight into terrain involving Piper Saratoga PA 32R 301T, VH-LKI, Moree Airport, New South Wales, on 30 March 2011",AO-2011-043,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-043,30/03/2011,Final,26/04/2012
"Engine failure - Boeing 717-200, VH-NXE, 37 km east of Perth, Western Australia, on 2 May 2011",AO-2011-056,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-056,02/05/2011,Final,14/03/2012
"Technical assistance - Indonesian National Transportation Safety Committee (NTSC), recovery of information from FDR and CVR",AE-2011-061,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ae-2011-061,07/05/2011,Final,22/12/2011
"Wirestrike - Bell Helicopter 206B, VH-BNG, 6 km east of Ingham, Queensland, on 4 May 2011",AO-2011-059,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-059,04/05/2011,Final,12/12/2011
"Terrain collision - Beech Aircraft, A36, VH-CKX, East Wallaby Island, Western Australia, on 26 April 2011",AO-2011-052,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-052,26/04/2011,Final,12/12/2011
"Loss of separation assurance - Boeing 737, VH-VOB and Airbus A320, VH-VGZ, 83 km south of Armidale Airport, New South Wales, on 23 April 2011",AO-2011-054,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-054,23/04/2011,Final,12/12/2011
"Collision with obstacle - Aerospatiale AS350, VH-RTV, 8 km north-east of Ballera, Queensland, on 30 April 2011",AO-2011-053,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-053,30/04/2011,Final,12/09/2011
"Collision with terrain - Eagle DW-1, VH-FTB, 28 km south of Ingham (ALA), Queensland, on 18 April 2011",AO-2011-048,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-048,18/04/2011,Final,12/12/2011
"Aircraft Separation - Airbus A320-232, VH-VNG and Pilatus PC-12/45, VH-FMP, near Alice Springs Airport, Northern Territory, on 3 March 2011",AO-2011-049,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-049,03/03/2011,Final,12/12/2011
"Controlled flight into water - Robinson R44, VH-RUR, Lilli Pilli, New South Wales, on 24 April 2011",AO-2011-051,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-051,24/04/2011,Final,18/11/2011
"Emergency landing - Kavanagh Balloons E-210, VH-OTZ, 7 km east of Northam, Western Australia, on 2 April 2011",AO-2011-045,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-045,02/04/2011,Final,21/11/2011
"Wirestrike - Robinson R44, VH-HUL, near Maitland, New South Wales, on 2 April 2011",AO-2011-046,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-046,02/04/2011,Final,12/09/2011
"Weather related event - Robinson R44, VH-HXB, 46 km west of Sydney, New South Wales, on 2 April 2011",AO-2011-047,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-047,02/04/2011,Final,12/09/2011
"Collapsed landing gear - TAIC assistance - Bombardier, DHC-8-311, ZK-NEQ, Woodbourne Airport, New Zealand, 9 February 2011",AE-2011-019,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ae-2011-019,20/02/2011,Final,14/04/2011
"Collision with terrain - Cessna 310R, VH-XGX, near Bathurst Island Aerodrome, Northern Territory, on 5 February 2011",AO-2011-017,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-017,05/02/2011,Final,14/06/2012
"Terrain collision - Cessna 172N, VH-SMY, East Wallabi Island, Western Australia, on 25 March 2011",AO-2011-042,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-042,25/03/2011,Final,12/12/2011
"Engine over-torque event - Bombardier, DHC-8-315, VH-SBI, 22 km north-east of Devonport Airport, Tasmania, on 8 March 2011",AO-2011-038,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-038,08/03/2011,Final,12/09/2011
"Airframe event - Airbus A330-203, VH-EBL, 676 km north-west of Cairns Airport, Queensland, on 22 March 2011",AO-2011-041,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-041,22/03/2011,Final,12/09/2011
"Windshear event - Airbus, A320-232, VH-VQT, Darwin Airport, Northern Territory, on 31 October 2010",AO-2011-039,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-039,31/10/2010,Final,12/09/2011
"Stall warning device event - Bombardier Inc DHC-8-315, VH-TQL, Sydney Airport, New South Wales, on 1 March 2011",AO-2011-036,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-036,01/03/2011,Final,28/05/2012
"Engine oil leaks - Airbus A380s, VH-OQG and VH-OQC, en route Singapore to London, United Kingdom, on 24 February and 3 November 2011",AO-2011-034,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-034,24/02/2011,Final,13/03/2012
"Engine failure - Aero Commander, 500-S, VH-WZI, 104 km north of Cairns, Queensland, on 3 March 2011",AO-2011-037,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-037,03/03/2011,Final,12/12/2011
"Collision with water - Aero Commander 500S, VH-WZU, 26 km north-north-west of Horn Island, Queensland, on 24 February 2011",AO-2011-033,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-033,24/02/2011,Final,10/10/2012
"Turbulence - Piper PA-30, VH-MAC, near Albury Airport, New South Wales, on 16 February 2011",AO-2011-023,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-023,16/02/2011,Final,12/09/2011
"Wirestrike - Cessna 210L, VH-AQS, 19 km south-west of Cootamundra, New South Wales, on 9 February 2011",AO-2011-030,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-030,09/02/2011,Final,12/09/2011
"Engine failure - Piper PA-28-181, VH-NRF, 8km north-east of Bankstown Airport, New South Wales, on 9 February 2011",AO-2011-018,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-018,09/02/2011,Final,12/12/2011
"Loss of control - Robinson R44, VH-HFH, Cessnock Aerodrome, New South Wales, on 4 February 2011",AO-2011-016,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-016,04/02/2011,Final,30/04/2012
"Breakdown of separation - Boeing B737, VH-VBK and Israel Aircraft Industries Westwind 1124, VH-AJG, 22 km south of Williamtown (Newcastle Airport), New South Wales, on 1 February 2011",AO-2011-011,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-011,01/02/2011,Final,07/03/2012
"Breakdown of separation - Cessna 404, VH-UOP and Airbus A320, VH-VQN, Darwin Airport, Northern Territory, on 31 January 2011",AO-2011-010,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-010,31/01/2011,Final,12/12/2011
"Fairchild Industries Inc SA226-T, VH-SSL, 28km W Mount Mcquoid, VOR, 30 August 2004",200403209,https://www.atsb.gov.au/publications/investigation_reports/2004/aair/aair200403209,30/08/2004,Final,24/10/2005
"Boeing Co 737-476, VH-TJF, Canberra, Aerodrome, 15 December 2002",200205893,https://www.atsb.gov.au/publications/investigation_reports/2002/aair/aair200205893,15/12/2002,Final,16/09/2004
"Boeing Co 717-200, VH-VQC, de Havilland Canada DHC-8-315, VH-SBT, Mackay, Aerodrome, 16 November 2002",200205540,https://www.atsb.gov.au/publications/investigation_reports/2002/aair/aair200205540,16/11/2002,Final,07/06/2004
"Cessna Aircraft Company 340A, N79GW, 11km SE Cairns Aerodrome, Qld, 9 March 2002",200200885,https://www.atsb.gov.au/publications/investigation_reports/2002/aair/aair200200885,09/03/2002,Final,22/01/2003
"Cessna Aircraft Company 441, VH-NFD, 222km NW Perth, VOR, 31 January 2002",200200095,https://www.atsb.gov.au/publications/investigation_reports/2002/aair/aair200200095,31/01/2002,Final,29/10/2002
"Government Aircraft Factories N22C, VH-MSF, 4km N Porpoise Point, VTC Approach Point, 4 January 2002",200200007,https://www.atsb.gov.au/publications/investigation_reports/2002/aair/aair200200007,04/01/2002,Final,20/08/2002
"Beech Aircraft Corp 70, VH-MWJ, 2km NW Leonora, Aerodrome, 24 June 2000",200002648,https://www.atsb.gov.au/publications/investigation_reports/2000/aair/aair200002648,24/06/2000,Final,22/12/2000
"Total power loss - Robinson R44 Clipper II, VH-HFG, 95 km north-north-east of Hamilton Island Airport, Queensland, on 26 January 2011",AO-2011-008,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-008,26/01/2011,Final,12/09/2011
"Wirestrike - Pacific Aerospace, 08-600, VH-KPY, 31 km south-east of Bingara (ALA), New South Wales, on 20 January 2011",AO-2011-006,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-006,20/01/2011,Final,16/05/2011
"Aircraft proximity - Piper Cherokee PA-28-140, VH-TXW and Cessna Aircraft 172S, VH-TSP, 3 km north-west of Brighton, Victoria, on 20 January 2011",AO-2011-007,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-007,20/01/2011,Final,16/05/2011
"Fuel Exhaustion - Cessna 404, VH-LAD, Emerald Qld, 31 Dec 2010",AO-2011-002,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-002,31/12/2010,Final,16/05/2011
"Crew Incapacitation - SOCATA TB-10 Tobago, VH-YTF, 19 km west of Renmark, South Australia, on 27 Dec 2010",AO-2011-003,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-003,27/12/2010,Final,16/05/2011
"Collision with terrain - Pacific Aerospace FU-24-954 Fletcher, VH-FNM, Wynella Station, Queensland, on 20 December 2010",AO-2010-110,https://www.atsb.gov.au/publications/investigation_reports/2010/aair/ao-2010-110,20/12/2010,Final,16/12/2011
"Collision with terrain - Piper Aircraft PA-30, VH-EFS, 2 km north-east of Camden Airport, New South Wales, on 23 December 2010",AO-2010-111,https://www.atsb.gov.au/publications/investigation_reports/2010/aair/ao-2010-111,23/12/2010,Final,12/09/2011
"Collision with terrain - Cessna TR182, VH-DOK, Great Keppel Island, Queensland, on 18 December 2010",AO-2010-109,https://www.atsb.gov.au/publications/investigation_reports/2010/aair/ao-2010-109,18/12/2010,Final,12/09/2011
"Ditching - Robinson R44 helicopter, VH-HOT, 2 km E of Cairns, Qld, 3 Jan 2011",AO-2011-001,https://www.atsb.gov.au/publications/investigation_reports/2011/aair/ao-2011-001,04/01/2011,Final,16/05/2011
"Total power loss - Robinson R22 helicopter, VH-FDL, near Georgetown ALA, Qld, 13 December 2010",AO-2010-107,https://www.atsb.gov.au/publications/investigation_reports/2010/aair/ao-2010-107,13/12/2010,Final,16/05/2011
"Cockpit fumes and smoke - Aero Commander, VH-KAV, 333 km E of Brisbane Airport Qld, 14 December 2010",AO-2010-108,https://www.atsb.gov.au/publications/investigation_reports/2010/aair/ao-2010-108,14/12/2010,Final,16/05/2011
"Breakdown of separation - Boeing B737-7Q8, VH-VBF and a Boeing B767-338, VH-OGU, near Melbourne Airport, Victoria, on 5 December 2010",AO-2010-104,https://www.atsb.gov.au/publications/investigation_reports/2010/aair/ao-2010-104,05/12/2010,Final,02/05/2012
"Right engine failure - Cessna 404, VH-XDA, near Mount Gordon (ALA), Queensland, on 9 December 2010",AO-2010-105,https://www.atsb.gov.au/publications/investigation_reports/2010/aair/ao-2010-105,09/12/2010,Final,12/09/2011
"Aircraft proximity - Cessna 172, VH-CNW and Piper Aircraft PA-28R-201, VH-AIZ, Ballarat Vic., 4 December 2010",AO-2010-106,https://www.atsb.gov.au/publications/investigation_reports/2010/aair/ao-2010-106,04/12/2010,Final,16/05/2011
"Technical assistance - Avionics data recovery for Recreational Aviation Australia (RA-Aus), Supermarine Spitfire Mk26, Gympie (ALA), Queensland, 22 October 2010",AE-2010-098,https://www.atsb.gov.au/publications/investigation_reports/2010/aair/ae-2010-098,22/10/2010,Final,05/12/2011
"Total power loss - Piper PA-31-350, VH-MKK, 22 km south-east of Marree, South Australia, on 14 November 2010",AO-2010-094,https://www.atsb.gov.au/publications/investigation_reports/2010/aair/ao-2010-094,14/11/2010,Final,16/05/2011
"Breakdown of separation - SAAB 340, VH-SBA and Beechcraft B58, VH-VFG, near Taree Airport, New South Wales, on 1 December 2010",AO-2010-102,https://www.atsb.gov.au/publications/investigation_reports/2010/aair/ao-2010-102,01/12/2010,Final,16/05/2011
"Abnormal engine indications - Boeing 767-338, VH-OGO, near Perth Airport, Western Australia, on 12 November 2010",AO-2010-093,https://www.atsb.gov.au/publications/investigation_reports/2010/aair/ao-2010-093,12/11/2010,Final,12/09/2011
"Collision with terrain - Robinson helicopter R22 Beta II, VH-TCG, 44 km west-south-west of Rolleston, Queensland, on 9 November 2010",AO-2010-092,https://www.atsb.gov.au/publications/investigation_reports/2010/aair/ao-2010-092,09/11/2010,Final,13/05/2011
"Engine failure - VH-SBA, Wagga Wagga Aerodrome, NSW, 4 October 2009",AO-2009-061,https://www.atsb.gov.au/publications/investigation_reports/2009/aair/ao-2009-061,04/10/2009,Final,12/11/2010
"In-flight uncontained engine failure Airbus A380-842, VH-OQA, overhead Batam Island, Indonesia, on 4 November 2010",AO-2010-089,https://www.atsb.gov.au/publications/investigation_reports/2010/aair/ao-2010-089,04/11/2010,Final,27/06/2013
"Depressurisation - Hawker Beechcraft, VH-MVX, 74 km west of Dubbo Airport, New South Wales, on 5 November 2010",AO-2010-091,https://www.atsb.gov.au/publications/investigation_reports/2010/aair/ao-2010-091,05/11/2010,Final,16/05/2011
